strut_id,junction0_id,junction1_id,junction0_degree,junction1_degree,unit_cell_ids,unit_cell_indices,classification,expected_by_0point5_cad,ct_material_occupancy,mean_intensity,length_um,trimmed_length_um,longest_gap_um,estimated_missing_volume_mm3,nominal_sampled_volume_mm3,centroid_x_um,centroid_y_um,centroid_z_um,aspect_ratio,sphericity,voxel_size_um
946,543,540,4,4,38,"2,4,0",Missing_Intentional,True,0.0077429343946278095,33577.234375,3244.071133041382,1946.442626953125,1946.4428127822875,0.7370907068252563,0.7428424954414368,16165.568771667482,23621.48267303467,4931.345600509644,2.7922803878784177,0.7851503265018197,58.09
1080,617,627,3,8,44,"8,4,0",Missing_Unintentional,False,0.010065814480185509,35731.92578125,3244.0715762329105,1946.443115234375,2043.764953421402,0.7353653907775879,0.7428426742553711,44835.03486206055,22322.390801391604,2664.3837050628663,2.9318944072723387,0.7520335466898062,58.09
1083,623,627,1,8,44,"8,4,0",Missing_Unintentional,False,0.01084010861814022,33161.74609375,3244.070689849854,1946.4425048828125,2043.764953421402,0.7347899079322815,0.742842435836792,44844.83471313477,24622.61333465576,4951.933176574707,2.9318944072723387,0.7516411441480193,58.09
1087,622,628,2,8,44,"8,4,0",Missing_Unintentional,False,0.014324428513646126,33424.4296875,3244.071354637146,1946.44287109375,1849.1206721431731,0.7322017550468445,0.7428425550460815,43680.39683715821,21187.6467578125,4960.501841583252,2.6526663684844967,0.8162906773234361,58.09
1298,746,752,1,8,53,"8,5,0",Missing_Unintentional,False,0.036391790956258774,34119.40625,3244.0715762329105,1946.443115234375,1849.1206721431731,0.7158092856407166,0.7428426742553711,40280.42643615723,29233.675497436525,4935.439360656738,2.6526663684844967,0.8040613957061853,58.09
1300,743,753,3,8,53,"8,5,0",Missing_Unintentional,False,0.007355787791311741,35384.3125,3244.0717978286743,1946.443115234375,2043.764953421402,0.7373784780502319,0.7428426742553711,44858.371555175785,26910.125134887698,2651.6918076705933,2.9318944072723387,0.7534053991865485,58.09
1303,749,753,1,8,53,"8,5,0",Missing_Unintentional,False,0.006581494584679604,33258.234375,3244.0702466583252,1946.4422607421875,2043.764953421402,0.7379533648490906,0.7428423762321472,44868.17495178223,29210.345895385744,4939.241057586671,2.9318944072723387,0.7537969362970693,58.09
1307,748,754,2,8,53,"8,5,0",Missing_Unintentional,False,0.03252032399177551,33951.7421875,3244.071133041382,1946.442626953125,1557.15425022583,0.7186850309371948,0.7428424954414368,43703.73353027344,25775.37754577637,4947.809722595215,2.2338243103027344,0.9297313424164998,58.09
1308,752,750,8,4,53,"8,5,0",Missing_Unintentional,False,0.016647309064865112,34051.2734375,3244.071133041382,1946.442626953125,2043.764953421402,0.7304761409759521,0.7428424954414368,41421.53116455078,28080.909513549806,4939.5628146362305,2.9318944072723387,0.7486964606321449,58.09
1310,752,755,8,4,53,"8,5,0",Expected_Missing_But_Material_Present,True,0.06929926574230194,34548.1796875,3244.0717978286743,1946.443115234375,1654.4763908649445,0.6913642287254333,0.7428426742553711,41428.296040039066,29224.66630004883,3789.442240982056,2.373438329696655,0.86199562774225,58.09
1520,869,879,3,8,62,"8,6,0",Missing_Unintentional,False,0.021293070167303085,35090.41015625,3244.0731274032596,1946.4439697265625,1849.1206721431731,0.7270256280899048,0.7428430318832397,44881.71179382325,31497.855922851566,2638.999688682556,2.6526663684844967,0.8124390812663843,58.09
1523,875,879,1,8,62,"8,6,0",Missing_Unintentional,False,0.007355787791311741,33249.2578125,3244.070689849854,1946.4425048828125,2043.764953421402,0.7373782396316528,0.742842435836792,44891.51519042969,33798.08022888184,4926.548938598633,2.9318944072723387,0.7534052367861352,58.09
1537,880,876,8,4,62,"8,6,0",Missing_Unintentional,False,0.04297328740358353,34241.0625,3244.0702466583252,1946.4422607421875,1654.4763908649445,0.710919976234436,0.7428423762321472,42585.96904052734,31515.87786315918,4930.994149627686,2.373438329696655,0.8781747340889418,58.09
1666,956,962,1,8,68,"5,7,0",Missing_Intentional,True,0.022454509511590004,33977.578125,3244.070689849854,1946.4425048828125,1751.798531504059,0.7261622548103333,0.742842435836792,26563.85604827881,38479.12587951661,4898.650031890869,2.513052349090576,0.8494114484835363,58.09
1728,992,991,8,4,70,"7,7,0",Expected_Missing_But_Material_Present,True,0.05149051547050476,34622.75390625,3244.0731274032596,1946.4439697265625,1751.798531504059,0.7045936584472656,0.7428430318832397,39169.43036743164,36117.92905578613,3768.5032140350345,2.513052349090576,0.832507490146803,58.09
1740,995,1005,3,8,71,"8,7,0",Missing_Unintentional,False,0.006581494584679604,34298.79296875,3244.070689849854,1946.4425048828125,1849.1206721431731,0.7379534244537354,0.742842435836792,44905.0520324707,36085.590256347656,2626.3075696945193,2.6526663684844967,0.8205599092426529,58.09
1743,1001,1005,1,8,71,"8,7,0",Missing_Unintentional,False,0.003097173757851124,32810.0625,3244.0731274032596,1946.4439697265625,2043.764953421402,0.7405422925949097,0.7428430318832397,44914.85188354492,38385.811016845706,4913.856819610596,2.9318944072723387,0.7555589143992968,58.09
1753,1005,1007,8,4,71,"8,7,0",Missing_Unintentional,False,0.04181184619665146,35094.9375,3244.0731274032596,1946.4439697265625,1654.4763908649445,0.7117834091186523,0.7428430318832397,43768.850775146486,38388.4666204834,3765.9588514709476,2.373438329696655,0.8788856359874797,58.09
1772,1010,1021,2,8,72,"0,8,0",Missing_Unintentional,False,0.0,32347.525390625,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,7096.9651051330575,44306.58037475586,2572.7328049850466,2.9318944072723387,0.7571227911096253,58.09
1773,1011,1021,3,8,72,"0,8,0",Missing_Unintentional,False,0.0,31016.705078125,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,4803.090404129029,44318.24517578125,2570.831956520081,2.9318944072723387,0.7571227911096253,58.09
1774,1012,1021,2,8,72,"0,8,0",Missing_Unintentional,False,0.0,32508.484375,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,4801.22190864563,44324.60231506348,4864.727265930176,2.9318944072723387,0.7571226696086982,58.09
1775,1015,1021,1,8,72,"0,8,0",Missing_Unintentional,False,0.0,32646.0859375,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,7095.096609649659,44312.941059570316,4866.628114395142,2.9318944072723387,0.7571227101090084,58.09
1800,1024,1035,2,8,73,"1,8,0",Missing_Unintentional,False,0.0,33074.6875,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,11684.713620758057,44283.254318237305,2576.534501914978,2.9318944072723387,0.7571227101090084,58.09
1801,1025,1035,3,8,73,"1,8,0",Missing_Unintentional,False,0.0,32588.443359375,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,9390.839362945557,44294.91557373047,2574.6336534500124,2.9318944072723387,0.7571227101090084,58.09
1802,1026,1035,2,8,73,"1,8,0",Missing_Unintentional,False,0.0,33012.85546875,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,9388.970867462158,44301.27625854492,4868.528962860108,2.9318944072723387,0.7571226696086982,58.09
1803,1029,1035,1,8,73,"1,8,0",Missing_Unintentional,False,0.0,32920.9453125,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,11682.845125274658,44289.61145751953,4870.429811325073,2.9318944072723387,0.7571226696086982,58.09
1828,1038,1049,2,8,74,"2,8,0",Missing_Unintentional,False,0.0,33524.37890625,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,16272.463022766115,44259.92471618653,2580.3361988449096,2.9318944072723387,0.7571227101090084,58.09
1829,1039,1049,3,8,74,"2,8,0",Missing_Unintentional,False,0.0,33199.34375,3244.072241020203,1946.443359375,2043.764953421402,0.7428427338600159,0.7428427338600159,13978.588764953614,44271.58951721192,2578.435350379944,2.9318944072723387,0.7571228316099322,58.09
1830,1040,1049,2,8,74,"2,8,0",Missing_Unintentional,False,0.0,33188.78125,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,13976.720269470215,44277.94665649415,4872.330659790039,2.9318944072723387,0.7571227911096253,58.09
1831,1043,1049,1,8,74,"2,8,0",Missing_Unintentional,False,0.0,33073.078125,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,16270.594527282716,44266.281855468755,4874.231508255005,2.9318944072723387,0.7571226696086982,58.09
1856,1052,1063,2,8,75,"3,8,0",Missing_Unintentional,False,0.0,33834.56640625,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,20860.211538391115,44236.59865966797,2584.1378957748416,2.9318944072723387,0.7571227101090084,58.09
1857,1053,1063,3,8,75,"3,8,0",Missing_Unintentional,False,0.0,33566.53515625,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,18566.337280578613,44248.263460693364,2582.237047309876,2.9318944072723387,0.7571227101090084,58.09
1858,1054,1063,2,8,75,"3,8,0",Missing_Unintentional,False,0.0,33213.79296875,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,18564.468785095214,44254.61705444336,4876.132356719971,2.9318944072723387,0.7571226696086982,58.09
1859,1057,1063,1,8,75,"3,8,0",Missing_Unintentional,False,0.0,33150.64453125,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,20858.343042907716,44242.95225341797,4878.033205184936,2.9318944072723387,0.7571226696086982,58.09
1884,1066,1077,2,8,76,"4,8,0",Missing_Unintentional,False,0.0,33932.45703125,3244.072462615967,1946.443603515625,2043.764953421402,0.7428428530693054,0.7428428530693054,25447.96182678223,44213.26905761719,2587.939371109009,2.9318944072723387,0.7571229126105428,58.09
1885,1067,1077,3,8,76,"4,8,0",Missing_Unintentional,False,0.0,33827.5625,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,23154.085796203613,44224.93385864258,2586.038522644043,2.9318944072723387,0.7571226696086982,58.09
1886,1068,1077,2,8,76,"4,8,0",Missing_Unintentional,False,0.0,33132.0,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,23152.217300720215,44231.28745239258,4879.934053649903,2.9318944072723387,0.7571227101090084,58.09
1887,1071,1077,1,8,76,"4,8,0",Missing_Unintentional,False,0.0,33115.1171875,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,25446.091558532717,44219.62265136719,4881.83445892334,2.9318944072723387,0.7571227101090084,58.09
1912,1080,1091,2,8,77,"5,8,0",Missing_Unintentional,False,0.0,33979.8828125,3244.069803466797,1946.4420166015625,2043.764953421402,0.7428422570228577,0.7428422570228577,30035.710342407227,44189.93945556641,2591.7410680389407,2.9318944072723387,0.7571225076074468,58.09
1913,1081,1091,3,8,77,"5,8,0",Missing_Unintentional,False,0.0,34008.49609375,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,27741.836084594728,44201.604256591796,2589.8402195739745,2.9318944072723387,0.7571226696086982,58.09
1914,1082,1091,2,8,77,"5,8,0",Missing_Unintentional,False,0.0,33016.25390625,3244.072684211731,1946.44384765625,2043.764953421402,0.742842972278595,0.742842972278595,27739.96758911133,44207.9578503418,4883.7357505798345,2.9318944072723387,0.757122993611149,58.09
1915,1085,1091,1,8,77,"5,8,0",Missing_Unintentional,False,0.0,33052.38671875,3244.0702466583252,1946.4422607421875,2043.764953421402,0.7428423762321472,0.7428423762321472,30033.84184692383,44196.29304931641,4885.636155853272,2.9318944072723387,0.7571225886080748,58.09
1940,1094,1105,2,8,78,"6,8,0",Missing_Unintentional,False,0.0,33793.515625,3244.0735705947877,1946.4442138671875,2043.764953421402,0.7428430914878845,0.7428430914878845,34623.45885803223,44166.60985351563,2595.5427649688722,2.9318944072723387,0.7571230746117508,58.09
1941,1095,1105,3,8,78,"6,8,0",Missing_Unintentional,False,0.0,33969.4921875,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,32329.581054687504,44178.27465454102,2593.6419165039065,2.9318944072723387,0.7571226696086982,58.09
1942,1096,1105,2,8,78,"6,8,0",Missing_Unintentional,False,0.0,32833.18359375,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,32327.71610473633,44184.631793823246,4887.537447509766,2.9318944072723387,0.7571227101090084,58.09
1943,1099,1105,1,8,78,"6,8,0",Missing_Unintentional,False,0.0,32919.5078125,3244.0740137863163,1946.4444580078125,2043.764953421402,0.7428432106971741,0.7428432106971741,34621.59036254883,44172.97053833008,4889.437852783203,2.9318944072723387,0.7571231556123484,58.09
1968,1108,1119,2,8,79,"7,8,0",Missing_Unintentional,False,0.0,33330.3828125,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,39211.210919189456,44143.28379699707,2599.3444618988037,2.9318944072723387,0.7571226696086982,58.09
1969,1109,1119,3,8,79,"7,8,0",Missing_Unintentional,False,0.0,33684.45703125,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,36917.336661376954,44154.945052490235,2597.443613433838,2.9318944072723387,0.7571226696086982,58.09
1970,1110,1119,2,8,79,"7,8,0",Missing_Unintentional,False,0.0,32633.2265625,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,36915.46462036133,44161.30573730469,4891.3391444396975,2.9318944072723387,0.7571227101090084,58.09
1971,1113,1119,1,8,79,"7,8,0",Missing_Unintentional,False,0.0,32737.23046875,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,39209.33887817383,44149.6409362793,4893.239549713135,2.9318944072723387,0.7571227101090084,58.09
1992,1121,1131,3,8,80,"8,8,0",Missing_Unintentional,False,0.011227254755795002,33330.1015625,3244.0731274032596,1946.4439697265625,2043.764953421402,0.7345029711723328,0.7428430318832397,44928.38872558594,40673.32458984375,2613.6156723022464,2.9318944072723387,0.7514454532786822,58.09
1995,1127,1131,2,8,80,"8,8,0",Missing_Unintentional,False,0.0189701896160841,32566.056640625,3244.070689849854,1946.4425048828125,2043.764953421402,0.7287505865097046,0.742842435836792,44938.192122192384,42973.5453503418,4901.1647006225585,2.9318944072723387,0.747516932542378,58.09
2000,1122,1133,3,8,80,"8,8,0",Missing_Unintentional,False,0.0,31520.296875,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,43798.95943481445,44119.954194946295,2603.1461588287357,2.9318944072723387,0.7571226696086982,58.09
2001,1123,1133,3,8,80,"8,8,0",Missing_Unintentional,False,0.0,32870.359375,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,41505.08517700196,44131.61899597168,2601.2453103637695,2.9318944072723387,0.7571226696086982,58.09
2002,1124,1133,2,8,80,"8,8,0",Missing_Unintentional,False,0.0,32445.33203125,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,41503.21313598633,44137.976135253906,4895.140841369629,2.9318944072723387,0.7571227101090084,58.09
2003,1127,1133,2,8,80,"8,8,0",Missing_Unintentional,False,0.0,32373.6171875,3244.071354637146,1946.44287109375,2043.764953421402,0.7428425550460815,0.7428425550460815,43797.08739379883,44126.31133422852,4897.041246643067,2.9318944072723387,0.7571227101090084,58.09
2251,1270,1272,8,8,90,"0,1,1",Missing_Intentional,True,0.013550135307013988,32114.568359375,3244.0720194244386,1946.443359375,1849.1206721431731,0.7327771186828613,0.7428427338600159,4617.54295249939,8779.205803222656,8403.933376617431,2.6526663684844967,0.8167182484403818,58.09
2289,1291,1298,2,8,92,"2,1,1",Missing_Intentional,True,0.001548586878925562,32098.3359375,3244.071354637146,1946.44287109375,2043.764953421402,0.7416921854019165,0.7428425550460815,12658.707665100099,11029.069369506837,7257.292742843629,2.9318944072723387,0.7563408522488311,58.09
2303,1300,1297,8,8,92,"2,1,1",Missing_Intentional,True,0.001548586878925562,32162.912109375,3244.071354637146,1946.44287109375,2043.764953421402,0.7416921854019165,0.7428425550460815,14940.911803588868,8723.539174499512,7265.539650802612,2.9318944072723387,0.7563408522488311,58.09
2359,1333,1339,2,8,95,"5,1,1",Missing_Intentional,True,0.012775842100381851,31480.5546875,3244.0704682540895,1946.4425048828125,1849.1206721431731,0.73335200548172,0.742842435836792,27569.824588623047,10950.074025115968,6122.70071395874,2.6526663684844967,0.8171453534509505,58.09
2436,1373,1383,3,8,98,"8,1,1",Missing_Unintentional,False,0.03948896750807762,33082.9296875,3244.071133041382,1946.442626953125,2043.764953421402,0.7135084271430969,0.7428424954414368,44761.280700683594,8571.903852233887,7290.250680847168,2.9318944072723387,0.7370571457233496,58.09
2656,1499,1509,3,8,107,"8,2,1",Missing_Unintentional,False,0.02477739006280899,33089.6796875,3244.0715762329105,1946.443115234375,2043.764953421402,0.7244369387626648,0.7428426742553711,44784.62093933106,13159.636412963868,7277.558561859131,2.9318944072723387,0.7445641946091277,58.09
2657,1500,1509,2,8,107,"8,2,1",Missing_Unintentional,False,0.008517228066921234,32761.962890625,3244.071354637146,1946.44287109375,2043.764953421402,0.7365156412124634,0.7428425550460815,44796.28928588868,15453.503579711914,7271.212502365112,2.9318944072723387,0.7528175574420765,58.09
2659,1505,1509,1,8,107,"8,2,1",Missing_Unintentional,False,0.0,32416.93359375,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,44794.420790405275,15459.858946228029,9565.1084765625,2.9318944072723387,0.7571227911096253,58.09
2668,1509,1507,8,8,107,"8,2,1",Missing_Unintentional,False,0.016647309064865112,33196.6328125,3244.071133041382,1946.442626953125,1946.4428127822875,0.7304761409759521,0.7428424954414368,43643.5162109375,14312.402396850586,7273.435107879639,2.7922803878784177,0.7804460414271802,58.09
2669,1509,1511,8,4,107,"8,2,1",Missing_Unintentional,False,0.03484320640563965,33211.6015625,3244.072462615967,1946.443603515625,1751.798531504059,0.7169598340988159,0.7428428530693054,43648.41613647461,15462.51277709961,8417.209622039796,2.513052349090576,0.8422199934376365,58.09
2673,1510,1506,8,4,107,"8,2,1",Missing_Unintentional,False,0.03948896750807762,33871.00390625,3244.0715762329105,1946.443115234375,1654.4763908649445,0.7135086059570312,0.7428426742553711,42488.87818603516,13177.656580505372,9569.552801208496,2.373438329696655,0.8803052053430452,58.09
2876,1625,1635,3,8,116,"8,3,1",Missing_Unintentional,False,0.0,32526.939453125,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,44807.95763244629,17747.37074645996,7264.8664428710945,2.9318944072723387,0.7571227911096253,58.09
2877,1626,1635,2,8,116,"8,3,1",Missing_Unintentional,False,0.013550135307013988,33145.5703125,3244.070689849854,1946.4425048828125,2043.764953421402,0.7327768206596375,0.742842435836792,44819.62597900391,20041.236140441895,7258.520383377076,2.9318944072723387,0.7502676803802085,58.09
2878,1630,1635,2,8,116,"8,3,1",Missing_Unintentional,False,0.008130080997943878,32801.9921875,3244.072684211731,1946.44384765625,2043.764953421402,0.7368035912513733,0.742842972278595,44806.089136962895,17753.724340209963,9558.761973876954,2.9318944072723387,0.7530137603106521,58.09
2879,1631,1635,1,8,116,"8,3,1",Missing_Unintentional,False,0.003484320593997836,32473.380859375,3244.0709114456176,1946.442626953125,2043.764953421402,0.7402542233467102,0.7428424954414368,44817.76102905274,20047.591506958008,9552.415471191407,2.9318944072723387,0.7553629612406787,58.09
2883,1630,1636,2,8,116,"8,3,1",Missing_Unintentional,False,0.018583042547106743,33101.51171875,3244.0717978286743,1946.443115234375,1849.1206721431731,0.7290383577346802,0.7428426742553711,43653.31606201172,16612.623157348633,9560.985022583009,2.6526663684844967,0.8139378515844023,58.09
2888,1635,1633,8,8,116,"8,3,1",Missing_Unintentional,False,0.011614401824772358,33000.125,3244.071133041382,1946.442626953125,1946.4428127822875,0.7342148423194885,0.7428424954414368,43666.852904052736,18900.13495758057,7260.742988891602,2.7922803878784177,0.7831067455280064,58.09
2889,1635,1637,8,4,116,"8,3,1",Missing_Unintentional,False,0.027100270614027977,33181.625,3244.0691386795047,1946.4415283203125,1751.798531504059,0.7227107882499695,0.7428420186042786,43671.75637512207,20050.247110595705,8404.517503051758,2.513052349090576,0.846717796544276,58.09
3089,1751,1759,3,8,125,"8,4,1",Missing_Unintentional,False,0.036004647612571716,33389.28125,3244.0717978286743,1946.443115234375,1751.798531504059,0.7160968780517578,0.7428426742553711,43685.29676269532,22337.757138061526,6104.276355743408,2.513052349090576,0.8415440423085019,58.09
3096,1751,1761,3,8,125,"8,4,1",Missing_Unintentional,False,0.0011614401591941714,32548.005859375,3244.0715762329105,1946.443115234375,2043.764953421402,0.7419798970222473,0.7428426742553711,44831.29787109375,22335.10153442383,7252.174323883057,2.9318944072723387,0.7565364356188768,58.09
3099,1757,1761,1,8,125,"8,4,1",Missing_Unintentional,False,0.006194347515702248,32404.767578125,3244.072241020203,1946.443359375,2043.764953421402,0.7382413148880005,0.7428427338600159,44841.09772216797,24635.325840454105,9539.724238586427,2.9318944072723387,0.7539930116897483,58.09
3108,1761,1759,8,8,125,"8,4,1",Missing_Unintentional,False,0.021293070167303085,33211.92578125,3244.071133041382,1946.442626953125,1849.1206721431731,0.7270250916481018,0.7428424954414368,43690.19668823243,23487.867518310548,7248.0508699035645,2.6526663684844967,0.8124386816231234,58.09
3109,1761,1763,8,4,125,"8,4,1",Missing_Unintentional,False,0.029036004096269608,33170.9375,3244.0717978286743,1946.443115234375,1654.4763908649445,0.7212734818458557,0.7428426742553711,43695.096613769536,24637.977898559573,8391.82538406372,2.373438329696655,0.88668038866375,58.09
3256,1846,1845,8,4,131,"5,5,1",Missing_Intentional,True,0.019357336685061455,31731.775390625,3244.070689849854,1946.4425048828125,1849.1206721431731,0.7284629940986633,0.742842435836792,29943.515867919923,27001.830325927735,8374.074676971437,2.6526663684844967,0.8135095505148848,58.09
3309,1877,1885,3,8,134,"8,5,1",Missing_Unintentional,False,0.024390242993831635,33526.26953125,3244.0704682540895,1946.4425048828125,1751.798531504059,0.7247243523597717,0.742842435836792,43708.63345581055,26925.489698791505,6091.584236755371,2.513052349090576,0.848289776083103,58.09
3311,1879,1885,2,8,134,"8,5,1",Missing_Unintentional,False,0.03445605933666229,33987.76953125,3244.0717978286743,1946.443115234375,1654.4763908649445,0.7172472476959229,0.7428426742553711,41426.43109008789,29231.01989379883,6083.337328796387,2.373438329696655,0.883377607714504,58.09
3316,1877,1887,3,8,134,"8,5,1",Missing_Unintentional,False,0.0077429343946278095,32574.5625,3244.0715762329105,1946.443115234375,2043.764953421402,0.7370908856391907,0.7428426742553711,44854.63456420899,26922.835867919923,7239.48220489502,2.9318944072723387,0.7532094909624368,58.09
3319,1883,1887,1,8,134,"8,5,1",Missing_Unintentional,False,0.006968641187995672,32339.36328125,3244.0709114456176,1946.442626953125,2043.764953421402,0.7376658916473389,0.7428424954414368,44864.437960815434,29223.05662841797,9527.031233215333,2.9318944072723387,0.753601160158457,58.09
3323,1882,1888,2,8,134,"8,5,1",Missing_Unintentional,False,0.014324428513646126,33036.890625,3244.0717978286743,1946.443115234375,1946.4428127822875,0.732201874256134,0.7428426742553711,43699.996539306645,25788.09005157471,9535.600784606933,2.7922803878784177,0.7816747486349807,58.09
3327,1886,1888,8,8,134,"8,5,1",Missing_Unintentional,False,0.04297328740358353,33588.73828125,3244.0691386795047,1946.4415283203125,1557.15425022583,0.7109196782112122,0.7428420186042786,41412.89070251465,26943.50986633301,8383.578476104736,2.2338243103027344,0.9230220926701809,58.09
3328,1887,1885,8,8,134,"8,5,1",Missing_Unintentional,False,0.018195895478129387,33176.6484375,3244.071133041382,1946.442626953125,1751.798531504059,0.7293258309364319,0.7428424954414368,43713.53338134766,28075.60185180664,7235.358750915528,2.513052349090576,0.8518766738370614,58.09
3329,1887,1889,8,4,134,"8,5,1",Missing_Unintentional,False,0.030197445303201675,33266.00390625,3244.0731274032596,1946.4439697265625,1751.798531504059,0.7204110622406006,0.7428430318832397,43718.43330688477,29225.712232055666,8379.133265075685,2.513052349090576,0.844920624806619,58.09
3529,2003,2011,3,8,143,"8,6,1",Missing_Unintentional,False,0.023228803649544716,33588.76953125,3244.0731274032596,1946.4439697265625,1751.798531504059,0.7255876660346985,0.7428430318832397,43731.970148925786,31513.222259521488,6078.892117767335,2.513052349090576,0.8489633147794736,58.09
3536,2003,2013,3,8,143,"8,6,1",Missing_Unintentional,False,0.009678668342530727,32574.32421875,3244.0733489990234,1946.4439697265625,2043.764953421402,0.735653281211853,0.7428430318832397,44877.97480285645,31510.570201416016,7226.790529098511,2.9318944072723387,0.7522298111527285,58.09
